miRNA,Score_mi,Gene,Disease_name,Score_dis
hsa-miR-7852-3p,81.6720419012,ESR1,malignant neoplasm of breast,100.0
hsa-miR-7976,81.9142583536,ESR1,malignant neoplasm of breast,100.0
hsa-miR-934,92.1195935150682,ESR1,malignant neoplasm of breast,100.0
hsa-miR-942-5p,82.1546761567,ESR1,malignant neoplasm of breast,100.0
hsa-miR-103a-1-5p,87.0392,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-103a-2-5p,87.0392,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-129-5p,85.9847,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-190a-3p,92.3319688310539,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-3163,86.4894663334286,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-3180-5p,84.2718,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-3612,80.1798,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-3680-3p,82.9964,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-3936,87.9035,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-4275,87.4313,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-4443,92.04223,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-4777-5p,87.7184,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-5011-5p,98.9386544515091,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-543,85.884,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-552-5p,97.7092175862,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-650,80.1798,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-6739-3p,94.1504185508867,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-6757-5p,83.0073,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-6867-5p,94.6052823229915,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-9-3p,83.2635,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-9983-3p,90.44004,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-103a-1-5p,87.0392,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-103a-2-5p,87.0392,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-129-5p,85.9847,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-190a-3p,92.3319688310539,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-3163,86.4894663334286,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-3180-5p,84.2718,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-3612,80.1798,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-3680-3p,82.9964,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-3936,87.9035,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-4275,87.4313,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-4443,92.04223,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-4777-5p,87.7184,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-5011-5p,98.9386544515091,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-543,85.884,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-552-5p,97.7092175862,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-650,80.1798,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-6739-3p,94.1504185508867,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-6757-5p,83.0073,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-6867-5p,94.6052823229915,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-9-3p,83.2635,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-9983-3p,90.44004,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-103a-1-5p,87.0392,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-103a-2-5p,87.0392,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-129-5p,85.9847,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-190a-3p,92.3319688310539,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-3163,86.4894663334286,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-3180-5p,84.2718,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-3612,80.1798,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-3680-3p,82.9964,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-3936,87.9035,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-4275,87.4313,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-4443,92.04223,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-4699-5p,90.22459,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-4777-5p,87.7184,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-5010-3p,81.6669937937003,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-5011-5p,98.9386544515091,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-543,85.884,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-552-5p,97.7092175862,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-650,80.1798,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-6739-3p,94.1504185508867,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-6757-5p,83.0073,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-6867-5p,94.6052823229915,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-9-3p,83.2635,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-9983-3p,90.44004,IFT80,asphyxiating thoracic dystrophy,90.0
hsa-miR-103a-1-5p,87.3035,LYST,chediak-higashi syndrome,100.0
hsa-miR-103a-2-5p,87.3035,LYST,chediak-higashi syndrome,100.0
hsa-miR-106a-5p,89.1514,LYST,chediak-higashi syndrome,100.0
hsa-miR-106b-5p,91.39094,LYST,chediak-higashi syndrome,100.0
hsa-miR-1207-5p,84.0456,LYST,chediak-higashi syndrome,100.0
hsa-miR-12131,86.4080083141812,LYST,chediak-higashi syndrome,100.0
hsa-miR-17-5p,89.1514,LYST,chediak-higashi syndrome,100.0
hsa-miR-20a-5p,91.39094,LYST,chediak-higashi syndrome,100.0
hsa-miR-20b-5p,89.1514,LYST,chediak-higashi syndrome,100.0
hsa-miR-2113,87.6343,LYST,chediak-higashi syndrome,100.0
hsa-miR-25-3p,84.2136544615,LYST,chediak-higashi syndrome,100.0
hsa-miR-2682-5p,81.309453307,LYST,chediak-higashi syndrome,100.0
hsa-miR-302a-3p,87.5294,LYST,chediak-higashi syndrome,100.0
hsa-miR-302b-3p,87.5294,LYST,chediak-higashi syndrome,100.0
hsa-miR-302c-3p,87.5294,LYST,chediak-higashi syndrome,100.0
hsa-miR-302d-3p,87.5294,LYST,chediak-higashi syndrome,100.0
hsa-miR-302e,87.5294,LYST,chediak-higashi syndrome,100.0
hsa-miR-3059-5p,90.8839795088,LYST,chediak-higashi syndrome,100.0
hsa-miR-3148,80.8856,LYST,chediak-higashi syndrome,100.0
hsa-miR-32-5p,87.9978578276,LYST,chediak-higashi syndrome,100.0
hsa-miR-34a-5p,86.9626056214,LYST,chediak-higashi syndrome,100.0
hsa-miR-34b-5p,81.574772944,LYST,chediak-higashi syndrome,100.0
hsa-miR-34c-3p,97.6326123799,LYST,chediak-higashi syndrome,100.0
hsa-miR-34c-5p,86.886330865,LYST,chediak-higashi syndrome,100.0
hsa-miR-3613-3p,80.2095,LYST,chediak-higashi syndrome,100.0
hsa-miR-363-3p,84.2136544615,LYST,chediak-higashi syndrome,100.0
hsa-miR-367-3p,84.2136544615,LYST,chediak-higashi syndrome,100.0
hsa-miR-372-3p,87.5294,LYST,chediak-higashi syndrome,100.0
hsa-miR-373-3p,87.5294,LYST,chediak-higashi syndrome,100.0
hsa-miR-4282,86.609911301,LYST,chediak-higashi syndrome,100.0
hsa-miR-432-3p,84.1883,LYST,chediak-higashi syndrome,100.0
hsa-miR-449a,86.9626056214,LYST,chediak-higashi syndrome,100.0
hsa-miR-449b-5p,86.886330865,LYST,chediak-higashi syndrome,100.0
hsa-miR-449c-5p,81.574772944,LYST,chediak-higashi syndrome,100.0
hsa-miR-4531,86.4411,LYST,chediak-higashi syndrome,100.0
hsa-miR-4668-5p,85.7968,LYST,chediak-higashi syndrome,100.0
hsa-miR-4709-3p,81.7352,LYST,chediak-higashi syndrome,100.0
hsa-miR-4753-3p,90.23734,LYST,chediak-higashi syndrome,100.0
hsa-miR-4763-3p,84.0456,LYST,chediak-higashi syndrome,100.0
hsa-miR-4775,86.5003944866529,LYST,chediak-higashi syndrome,100.0
hsa-miR-4797-3p,88.3757,LYST,chediak-higashi syndrome,100.0
hsa-miR-5002-5p,86.1134129164,LYST,chediak-higashi syndrome,100.0
hsa-miR-519d-3p,89.1514,LYST,chediak-higashi syndrome,100.0
hsa-miR-520a-3p,87.5294,LYST,chediak-higashi syndrome,100.0
hsa-miR-520b-3p,87.5294,LYST,chediak-higashi syndrome,100.0
hsa-miR-520c-3p,87.5294,LYST,chediak-higashi syndrome,100.0
hsa-miR-520d-3p,87.5294,LYST,chediak-higashi syndrome,100.0
hsa-miR-520e-3p,87.5294,LYST,chediak-higashi syndrome,100.0
hsa-miR-526b-3p,89.1514,LYST,chediak-higashi syndrome,100.0
hsa-miR-544a,80.4667,LYST,chediak-higashi syndrome,100.0
hsa-miR-545-5p,94.72844335,LYST,chediak-higashi syndrome,100.0
hsa-miR-5589-3p,81.7308,LYST,chediak-higashi syndrome,100.0
hsa-miR-587,88.3438245856,LYST,chediak-higashi syndrome,100.0
hsa-miR-6499-3p,91.31227,LYST,chediak-higashi syndrome,100.0
hsa-miR-6505-5p,90.5315546938411,LYST,chediak-higashi syndrome,100.0
hsa-miR-6792-5p,81.9996,LYST,chediak-higashi syndrome,100.0
hsa-miR-6861-3p,82.7742,LYST,chediak-higashi syndrome,100.0
hsa-miR-6867-5p,97.34500579296,LYST,chediak-higashi syndrome,100.0
hsa-miR-6881-3p,81.677339476,LYST,chediak-higashi syndrome,100.0
hsa-miR-7703,91.44847,LYST,chediak-higashi syndrome,100.0
hsa-miR-92a-3p,87.9978578276,LYST,chediak-higashi syndrome,100.0
hsa-miR-92b-3p,87.9978578276,LYST,chediak-higashi syndrome,100.0
hsa-miR-93-5p,89.1514,LYST,chediak-higashi syndrome,100.0
hsa-miR-106a-5p,89.1514,LYST,chediak-higashi syndrome,100.0
hsa-miR-106b-5p,91.39094,LYST,chediak-higashi syndrome,100.0
hsa-miR-12131,86.4080083141812,LYST,chediak-higashi syndrome,100.0
hsa-miR-17-5p,89.1514,LYST,chediak-higashi syndrome,100.0
hsa-miR-20a-5p,91.39094,LYST,chediak-higashi syndrome,100.0
hsa-miR-20b-5p,89.1514,LYST,chediak-higashi syndrome,100.0
hsa-miR-2113,87.6343,LYST,chediak-higashi syndrome,100.0
hsa-miR-25-3p,84.2136544615,LYST,chediak-higashi syndrome,100.0
hsa-miR-3059-5p,90.8839795088,LYST,chediak-higashi syndrome,100.0
hsa-miR-3148,80.8856,LYST,chediak-higashi syndrome,100.0
hsa-miR-32-5p,87.9978578276,LYST,chediak-higashi syndrome,100.0
hsa-miR-34c-3p,97.6326123799,LYST,chediak-higashi syndrome,100.0
hsa-miR-363-3p,84.2136544615,LYST,chediak-higashi syndrome,100.0
hsa-miR-367-3p,84.2136544615,LYST,chediak-higashi syndrome,100.0
hsa-miR-4282,86.609911301,LYST,chediak-higashi syndrome,100.0
hsa-miR-432-3p,84.1883,LYST,chediak-higashi syndrome,100.0
hsa-miR-4668-5p,85.7968,LYST,chediak-higashi syndrome,100.0
hsa-miR-4709-3p,81.7352,LYST,chediak-higashi syndrome,100.0
hsa-miR-4753-3p,90.23734,LYST,chediak-higashi syndrome,100.0
hsa-miR-4775,86.5003944866529,LYST,chediak-higashi syndrome,100.0
hsa-miR-4797-3p,88.3757,LYST,chediak-higashi syndrome,100.0
hsa-miR-5002-5p,86.1134129164,LYST,chediak-higashi syndrome,100.0
hsa-miR-519d-3p,89.1514,LYST,chediak-higashi syndrome,100.0
hsa-miR-526b-3p,89.1514,LYST,chediak-higashi syndrome,100.0
hsa-miR-545-5p,91.91384035,LYST,chediak-higashi syndrome,100.0
hsa-miR-587,88.3438245856,LYST,chediak-higashi syndrome,100.0
hsa-miR-6505-5p,84.3907354318025,LYST,chediak-higashi syndrome,100.0
hsa-miR-6792-5p,81.9996,LYST,chediak-higashi syndrome,100.0
hsa-miR-6867-5p,97.34500579296,LYST,chediak-higashi syndrome,100.0
hsa-miR-6881-3p,81.677339476,LYST,chediak-higashi syndrome,100.0
hsa-miR-92a-3p,87.9978578276,LYST,chediak-higashi syndrome,100.0
hsa-miR-92b-3p,87.9978578276,LYST,chediak-higashi syndrome,100.0
hsa-miR-93-5p,89.1514,LYST,chediak-higashi syndrome,100.0
hsa-miR-103a-1-5p,90.7296793609,BARD1,malignant neoplasm of breast,100.0
hsa-miR-103a-2-5p,90.7296793609,BARD1,malignant neoplasm of breast,100.0
hsa-miR-1297,91.0113633339141,BARD1,malignant neoplasm of breast,100.0
hsa-miR-147b-5p,91.2567781404998,BARD1,malignant neoplasm of breast,100.0
hsa-miR-26a-5p,81.5584243921179,BARD1,malignant neoplasm of breast,100.0
hsa-miR-26b-5p,81.5584243921179,BARD1,malignant neoplasm of breast,100.0
hsa-miR-300,96.84464646284,BARD1,malignant neoplasm of breast,100.0
hsa-miR-3152-3p,83.2543,BARD1,malignant neoplasm of breast,100.0
hsa-miR-340-5p,88.0835656301345,BARD1,malignant neoplasm of breast,100.0
hsa-miR-3613-3p,84.3683700365157,BARD1,malignant neoplasm of breast,100.0
hsa-miR-371a-5p,80.9940861339,BARD1,malignant neoplasm of breast,100.0
hsa-miR-381-3p,96.84464646284,BARD1,malignant neoplasm of breast,100.0
hsa-miR-4261,96.2613732621302,BARD1,malignant neoplasm of breast,100.0
hsa-miR-4477a,84.3824297474,BARD1,malignant neoplasm of breast,100.0
hsa-miR-4496,80.1963433181,BARD1,malignant neoplasm of breast,100.0
hsa-miR-4698,86.0845952812797,BARD1,malignant neoplasm of breast,100.0
hsa-miR-4736,93.21190978381,BARD1,malignant neoplasm of breast,100.0
hsa-miR-4775,83.1635612004,BARD1,malignant neoplasm of breast,100.0
hsa-miR-548ac,88.3426880874215,BARD1,malignant neoplasm of breast,100.0
hsa-miR-548bb-3p,88.3426880874215,BARD1,malignant neoplasm of breast,100.0
hsa-miR-548d-3p,88.3426880874215,BARD1,malignant neoplasm of breast,100.0
hsa-miR-548h-3p,88.3426880874215,BARD1,malignant neoplasm of breast,100.0
hsa-miR-548z,88.3426880874215,BARD1,malignant neoplasm of breast,100.0
hsa-miR-551b-5p,95.0398813142,BARD1,malignant neoplasm of breast,100.0
hsa-miR-569,85.7039,BARD1,malignant neoplasm of breast,100.0
hsa-miR-5692a,88.4154255504057,BARD1,malignant neoplasm of breast,100.0
hsa-miR-5697,88.8122021139868,BARD1,malignant neoplasm of breast,100.0
hsa-miR-580-5p,95.1262186209973,BARD1,malignant neoplasm of breast,100.0
hsa-miR-6830-5p,91.6139288103,BARD1,malignant neoplasm of breast,100.0
hsa-miR-8063,88.8125414117085,BARD1,malignant neoplasm of breast,100.0
hsa-miR-103a-1-5p,90.7296793609,BARD1,malignant neoplasm of breast,100.0
hsa-miR-103a-2-5p,90.7296793609,BARD1,malignant neoplasm of breast,100.0
hsa-miR-1297,91.0113633339141,BARD1,malignant neoplasm of breast,100.0
hsa-miR-147b-5p,91.2567781404998,BARD1,malignant neoplasm of breast,100.0
hsa-miR-26a-5p,81.5584243921179,BARD1,malignant neoplasm of breast,100.0
hsa-miR-26b-5p,81.5584243921179,BARD1,malignant neoplasm of breast,100.0
hsa-miR-300,96.84464646284,BARD1,malignant neoplasm of breast,100.0
hsa-miR-3152-3p,83.2543,BARD1,malignant neoplasm of breast,100.0
hsa-miR-340-5p,88.0835656301345,BARD1,malignant neoplasm of breast,100.0
hsa-miR-3613-3p,84.3683700365157,BARD1,malignant neoplasm of breast,100.0
hsa-miR-371a-5p,80.9940861339,BARD1,malignant neoplasm of breast,100.0
hsa-miR-381-3p,96.84464646284,BARD1,malignant neoplasm of breast,100.0
hsa-miR-4261,96.2613732621302,BARD1,malignant neoplasm of breast,100.0
hsa-miR-4477a,84.3824297474,BARD1,malignant neoplasm of breast,100.0
hsa-miR-4496,80.1963433181,BARD1,malignant neoplasm of breast,100.0
hsa-miR-4698,86.0845952812797,BARD1,malignant neoplasm of breast,100.0
hsa-miR-4736,93.21190978381,BARD1,malignant neoplasm of breast,100.0
hsa-miR-4775,83.1635612004,BARD1,malignant neoplasm of breast,100.0
hsa-miR-548ac,88.3426880874215,BARD1,malignant neoplasm of breast,100.0
hsa-miR-548bb-3p,88.3426880874215,BARD1,malignant neoplasm of breast,100.0
hsa-miR-548d-3p,88.3426880874215,BARD1,malignant neoplasm of breast,100.0
hsa-miR-548h-3p,88.3426880874215,BARD1,malignant neoplasm of breast,100.0
hsa-miR-548z,88.3426880874215,BARD1,malignant neoplasm of breast,100.0
hsa-miR-551b-5p,95.0398813142,BARD1,malignant neoplasm of breast,100.0
hsa-miR-569,85.7039,BARD1,malignant neoplasm of breast,100.0
hsa-miR-5692a,88.4154255504057,BARD1,malignant neoplasm of breast,100.0
hsa-miR-5697,88.8122021139868,BARD1,malignant neoplasm of breast,100.0
hsa-miR-580-5p,97.8751637748269,BARD1,malignant neoplasm of breast,100.0
hsa-miR-6830-5p,91.6139288103,BARD1,malignant neoplasm of breast,100.0
hsa-miR-8063,88.8125414117085,BARD1,malignant neoplasm of breast,100.0
hsa-miR-103a-1-5p,90.7296793609,BARD1,malignant neoplasm of breast,100.0
hsa-miR-103a-2-5p,90.7296793609,BARD1,malignant neoplasm of breast,100.0
hsa-miR-1297,91.0113633339141,BARD1,malignant neoplasm of breast,100.0
hsa-miR-147b-5p,91.2567781404998,BARD1,malignant neoplasm of breast,100.0
hsa-miR-26a-5p,81.5584243921179,BARD1,malignant neoplasm of breast,100.0
hsa-miR-26b-5p,81.5584243921179,BARD1,malignant neoplasm of breast,100.0
hsa-miR-300,96.84464646284,BARD1,malignant neoplasm of breast,100.0
hsa-miR-3152-3p,83.2543,BARD1,malignant neoplasm of breast,100.0
hsa-miR-340-5p,88.0835656301345,BARD1,malignant neoplasm of breast,100.0
hsa-miR-3613-3p,84.3683700365157,BARD1,malignant neoplasm of breast,100.0
hsa-miR-371a-5p,80.9940861339,BARD1,malignant neoplasm of breast,100.0
hsa-miR-381-3p,96.84464646284,BARD1,malignant neoplasm of breast,100.0
hsa-miR-4261,96.2613732621302,BARD1,malignant neoplasm of breast,100.0
hsa-miR-4477a,84.3824297474,BARD1,malignant neoplasm of breast,100.0
hsa-miR-4496,80.1963433181,BARD1,malignant neoplasm of breast,100.0
hsa-miR-4698,86.0845952812797,BARD1,malignant neoplasm of breast,100.0
hsa-miR-4736,93.21190978381,BARD1,malignant neoplasm of breast,100.0
hsa-miR-4775,83.1635612004,BARD1,malignant neoplasm of breast,100.0
hsa-miR-548ac,88.3426880874215,BARD1,malignant neoplasm of breast,100.0
hsa-miR-548bb-3p,88.3426880874215,BARD1,malignant neoplasm of breast,100.0
hsa-miR-548d-3p,88.3426880874215,BARD1,malignant neoplasm of breast,100.0
hsa-miR-548h-3p,88.3426880874215,BARD1,malignant neoplasm of breast,100.0
hsa-miR-548z,88.3426880874215,BARD1,malignant neoplasm of breast,100.0
hsa-miR-551b-5p,95.0398813142,BARD1,malignant neoplasm of breast,100.0
hsa-miR-569,85.7039,BARD1,malignant neoplasm of breast,100.0
hsa-miR-5692a,88.4154255504057,BARD1,malignant neoplasm of breast,100.0
hsa-miR-5697,88.8122021139868,BARD1,malignant neoplasm of breast,100.0
hsa-miR-580-5p,95.1262186209973,BARD1,malignant neoplasm of breast,100.0
hsa-miR-6830-5p,91.6139288103,BARD1,malignant neoplasm of breast,100.0
hsa-miR-8063,88.8125414117085,BARD1,malignant neoplasm of breast,100.0
hsa-miR-103a-1-5p,90.7296793609,BARD1,malignant neoplasm of breast,100.0
hsa-miR-103a-2-5p,90.7296793609,BARD1,malignant neoplasm of breast,100.0
hsa-miR-1297,91.0113633339141,BARD1,malignant neoplasm of breast,100.0
hsa-miR-147b-5p,91.2567781404998,BARD1,malignant neoplasm of breast,100.0
hsa-miR-26a-5p,81.5584243921179,BARD1,malignant neoplasm of breast,100.0
hsa-miR-26b-5p,81.5584243921179,BARD1,malignant neoplasm of breast,100.0
hsa-miR-300,96.84464646284,BARD1,malignant neoplasm of breast,100.0
hsa-miR-3152-3p,83.2543,BARD1,malignant neoplasm of breast,100.0
hsa-miR-340-5p,88.0835656301345,BARD1,malignant neoplasm of breast,100.0
hsa-miR-3613-3p,84.3683700365157,BARD1,malignant neoplasm of breast,100.0
hsa-miR-371a-5p,80.9940861339,BARD1,malignant neoplasm of breast,100.0
hsa-miR-381-3p,96.84464646284,BARD1,malignant neoplasm of breast,100.0
hsa-miR-4261,96.2613732621302,BARD1,malignant neoplasm of breast,100.0
hsa-miR-4477a,84.3824297474,BARD1,malignant neoplasm of breast,100.0
hsa-miR-4496,80.1963433181,BARD1,malignant neoplasm of breast,100.0
hsa-miR-4698,86.0845952812797,BARD1,malignant neoplasm of breast,100.0
hsa-miR-4736,93.21190978381,BARD1,malignant neoplasm of breast,100.0
hsa-miR-4775,83.1635612004,BARD1,malignant neoplasm of breast,100.0
hsa-miR-548ac,88.3426880874215,BARD1,malignant neoplasm of breast,100.0
hsa-miR-548bb-3p,88.3426880874215,BARD1,malignant neoplasm of breast,100.0
hsa-miR-548d-3p,88.3426880874215,BARD1,malignant neoplasm of breast,100.0
hsa-miR-548h-3p,88.3426880874215,BARD1,malignant neoplasm of breast,100.0
hsa-miR-548z,88.3426880874215,BARD1,malignant neoplasm of breast,100.0
hsa-miR-551b-5p,95.0398813142,BARD1,malignant neoplasm of breast,100.0
hsa-miR-569,85.7039,BARD1,malignant neoplasm of breast,100.0
hsa-miR-5692a,88.4154255504057,BARD1,malignant neoplasm of breast,100.0
hsa-miR-5697,88.8122021139868,BARD1,malignant neoplasm of breast,100.0
hsa-miR-580-5p,95.1262186209973,BARD1,malignant neoplasm of breast,100.0
hsa-miR-6830-5p,91.6139288103,BARD1,malignant neoplasm of breast,100.0
hsa-miR-8063,88.8125414117085,BARD1,malignant neoplasm of breast,100.0
hsa-miR-103a-1-5p,90.7296793609,BARD1,malignant neoplasm of breast,100.0
hsa-miR-103a-2-5p,90.7296793609,BARD1,malignant neoplasm of breast,100.0
hsa-miR-1297,91.0113633339141,BARD1,malignant neoplasm of breast,100.0
hsa-miR-147b-5p,91.2567781404998,BARD1,malignant neoplasm of breast,100.0
hsa-miR-26a-5p,81.5584243921179,BARD1,malignant neoplasm of breast,100.0
hsa-miR-26b-5p,81.5584243921179,BARD1,malignant neoplasm of breast,100.0
hsa-miR-300,96.84464646284,BARD1,malignant neoplasm of breast,100.0
hsa-miR-3152-3p,83.2543,BARD1,malignant neoplasm of breast,100.0
hsa-miR-340-5p,88.0835656301345,BARD1,malignant neoplasm of breast,100.0
hsa-miR-3613-3p,84.3683700365157,BARD1,malignant neoplasm of breast,100.0
hsa-miR-371a-5p,80.9940861339,BARD1,malignant neoplasm of breast,100.0
hsa-miR-381-3p,96.84464646284,BARD1,malignant neoplasm of breast,100.0
hsa-miR-4261,96.2613732621302,BARD1,malignant neoplasm of breast,100.0
hsa-miR-4477a,84.3824297474,BARD1,malignant neoplasm of breast,100.0
hsa-miR-4496,80.1963433181,BARD1,malignant neoplasm of breast,100.0
hsa-miR-4698,86.0845952812797,BARD1,malignant neoplasm of breast,100.0
hsa-miR-4736,93.21190978381,BARD1,malignant neoplasm of breast,100.0
hsa-miR-4775,83.1635612004,BARD1,malignant neoplasm of breast,100.0
hsa-miR-548ac,88.3426880874215,BARD1,malignant neoplasm of breast,100.0
hsa-miR-548bb-3p,88.3426880874215,BARD1,malignant neoplasm of breast,100.0
hsa-miR-548d-3p,88.3426880874215,BARD1,malignant neoplasm of breast,100.0
hsa-miR-548h-3p,88.3426880874215,BARD1,malignant neoplasm of breast,100.0
hsa-miR-548z,88.3426880874215,BARD1,malignant neoplasm of breast,100.0
hsa-miR-551b-5p,95.0398813142,BARD1,malignant neoplasm of breast,100.0
hsa-miR-569,85.7039,BARD1,malignant neoplasm of breast,100.0
hsa-miR-5692a,88.4154255504057,BARD1,malignant neoplasm of breast,100.0
hsa-miR-5697,88.8122021139868,BARD1,malignant neoplasm of breast,100.0
hsa-miR-580-5p,95.1262186209973,BARD1,malignant neoplasm of breast,100.0
hsa-miR-6830-5p,91.6139288103,BARD1,malignant neoplasm of breast,100.0
hsa-miR-8063,88.8125414117085,BARD1,malignant neoplasm of breast,100.0
hsa-miR-103a-3p,88.9867384894227,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-107,88.9867384894227,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-12136,95.7574615434223,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-1272,91.6896058276956,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-141-3p,94.7768436679038,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-200a-3p,94.7768436679038,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-212-5p,82.7145,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-3121-3p,83.4218815066807,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-3180-5p,81.5017751804819,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-3622a-3p,83.26314496,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-3622b-3p,83.26314496,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-3662,87.8858344678137,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-3667-5p,83.2969539448,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-3682-3p,80.9822882,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-3714,83.3807411500732,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-4423-3p,90.549659494,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-4470,86.3292595978,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-4524a-3p,89.2026369743319,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-4530,81.2331830976,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-4660,89.2547338804,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-4691-5p,84.4266,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-4695-3p,84.3718,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-518a-5p,88.8018411409754,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-5197-3p,84.3291959651414,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-519a-3p,81.146697532,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-519b-3p,81.146697532,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-519c-3p,81.146697532,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-520d-5p,98.9065532653315,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-524-5p,98.9065532653315,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-527,88.8018411409754,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-548ae-3p,84.7298310425925,SLC35D1,schneckenbecken dysplasia,93.0
